Review,Rating,sentiment,label
A Fawlty Towers Experience 10/08/2016,1.5,Négatif,0
Good thai food in cosy atmosphere 11/10/2013,3.0,Neutre,1
Super chill 10/01/2017,4.0,Positif,2
A welcome breath of fresh air amongst the... 08/07/2013,4.0,Positif,2
You Be Joking! 01/01/2012,2.0,Négatif,0
"Very nice, cozy wine bar 05/05/2016",4.5,Positif,2
Too Average to Post Photos 11/01/2017,4.5,Positif,2
Elegant dinner 02/26/2017,4.0,Positif,2
Very good alternative cuisine 11/17/2017,4.0,Positif,2
Very tasty and authentic Hong-Kong style f... 08/13/2017,4.0,Positif,2
A different feeling ... romantic on a boat 01/22/2017,3.0,Neutre,1
Decent Italian food. Iffy service. 05/21/2017,3.0,Neutre,1
Outdoor restaurant 08/13/2017,4.5,Positif,2
I'm from Singapore and I find the food... 03/16/2010,1.0,Négatif,0
Paid for a ‘deal’ on 2 ‘mediums’. They gav... 11/07/2017,2.0,Négatif,0
Good sushi but slow service 03/23/2017,3.0,Neutre,1
Online order massive FAILURE! 07/14/2017,2.0,Négatif,0
very good food and pleasent staff 12/05/2017,4.5,Positif,2
Very disappointed in new management 07/25/2016,1.0,Négatif,0
Schlecte service - null service 08/23/2015,1.5,Négatif,0
Found: Great Seafood Paella! 11/24/2016,4.0,Positif,2
Nice second round with beer and tartarak 11/23/2017,4.0,Positif,2
"Good Sushi, bad service 01/07/2018",3.0,Neutre,1
Londoner 09/14/2016,1.0,Négatif,0
Poor fish and chips 06/17/2014,1.5,Négatif,0
Best tasting kebab in Madrid! 09/01/2016,3.0,Neutre,1
There are numerous other restaurants..use... 02/15/2017,1.5,Négatif,0
Enjoyed thoroughly! 02/13/2016,2.0,Négatif,0
Brill 08/28/2015,4.0,Positif,2
Late night Tapas 09/04/2013,3.5,Positif,2
The worst canteen I've ever tried ever 02/14/2017,2.0,Négatif,0
Average Cafe 12/31/2017,3.0,Neutre,1
Awful treatment by waiter and bouncer 09/19/2015,1.0,Négatif,0
A Pity 10/08/2016,2.0,Négatif,0
Huge selection of breads. 04/01/2017,3.0,Neutre,1
Not Big News 08/16/2014,3.5,Positif,2
It was interesting to visit and fantastic... 04/19/2016,2.0,Négatif,0
"great outdoor area, food ok 10/12/2016",4.5,Positif,2
"Fast, nice and good food 12/23/2017",3.0,Neutre,1
Use Delight Kebabs regularly! 01/13/2016,3.0,Neutre,1
Not that bad 01/05/2016,3.0,Neutre,1
Visually and gustatory satisfactory! 11/22/2016,4.0,Positif,2
Below average phở 06/14/2017,4.0,Positif,2
Great for the famiky 07/30/2016,3.0,Neutre,1
WORST Indian ever 01/09/2017,1.5,Négatif,0
Ok but you've to be patient.. 03/15/2015,4.0,Positif,2
"Great food, very poor service 10/06/2017",4.0,Positif,2
Apperotivo!!! 03/02/2014,2.0,Négatif,0
Very good restaurant in the castle hotel. 11/12/2017,4.5,Positif,2
Nice place for having food 06/04/2016,3.0,Neutre,1
One of... 10/02/2017,3.0,Neutre,1
"Nice service, average food 04/18/2017",3.0,Neutre,1
Daily breakfast at this restaurant 11/07/2016,4.0,Positif,2
baffled 12/15/2016,4.5,Positif,2
Lovely spot with good food 01/19/2017,4.0,Positif,2
Great meal in Porto 10/12/2017,2.0,Négatif,0
"Beautiful place, wonderful food and great... 12/31/2017",4.0,Positif,2
Not real jerk 09/01/2017,1.5,Négatif,0
Arguably the best ice cream in Zurich 11/26/2012,3.0,Neutre,1
Nice Bistro atmosphere. 12/19/2016,2.0,Négatif,0
Birthday Lunch 12/22/2017,4.5,Positif,2
Captive market makes for rude service from... 10/07/2015,1.5,Négatif,0
Great food and mojito's 06/09/2017,4.0,Positif,2
Lovely service and staff! 11/12/2016,3.0,Neutre,1
Great Italian food in handy location 06/14/2017,4.0,Positif,2
"Great idea, amazing inexpensive food, poor... 11/27/2016",3.0,Neutre,1
High level sushi in a stylish place 02/12/2016,4.0,Positif,2
Traditional Last Dinner Before Leaving Por... 10/07/2016,4.0,Positif,2
Nice locals bar with decent food 12/23/2017,3.0,Neutre,1
FRIENDLIEST STAFF IN LONDON 10/28/2016,3.0,Neutre,1
"Easily accessible, affordable, tasty 07/08/2017",4.5,Positif,2
It's not a restaurant at all! 12/09/2016,2.0,Négatif,0
Best toasty ever! 10/13/2016,3.0,Neutre,1
Good place outside the station 07/31/2016,2.0,Négatif,0
Yasser - Shawarma specialist 11/20/2017,5.0,Positif,2
Decent Lunch restaurant 12/16/2016,3.0,Neutre,1
very poor quality tapas 04/05/2015,2.0,Négatif,0
racial profiling and terrible service 10/04/2015,3.0,Neutre,1
Appalling service and rude 03/12/2016,4.5,Positif,2
Great place for lunch and sanwiches 07/27/2017,4.0,Positif,2
"Great food, great service. Great for weekn... 12/17/2012",2.0,Négatif,0
"Avoid, rude staff awful food 11/20/2017",2.0,Négatif,0
Not thai food 04/13/2017,3.0,Neutre,1
Good Sri Lankan food with a byob policy. 04/26/2017,4.5,Positif,2
"Micro size dishes, not fresh 11/08/2017",2.0,Négatif,0
Average. Friendly. But not impressed 02/08/2017,4.0,Positif,2
Dinner and Fado 06/15/2017,2.0,Négatif,0
Excellent menu in downtown 08/30/2015,3.5,Positif,2
Disappointing service 08/18/2017,3.0,Neutre,1
Excellent Indian Takeaway! 04/19/2017,2.0,Négatif,0
Misleading prices and terrible quality goo... 11/25/2014,1.0,Négatif,0
Are you serious? 07/23/2017,3.0,Neutre,1
Park Hotel 01/04/2018,4.0,Positif,2
Lovely restaurant beside the Residenz 12/06/2017,4.0,Positif,2
French bistro food 02/20/2014,3.0,Neutre,1
Poor cofffee 07/18/2015,2.0,Négatif,0
El Cevivhe delicioso 07/25/2017,3.0,Neutre,1
Overpriced and poor quality 02/10/2017,2.0,Négatif,0
"meh, i am Brazilian so i have higher stand... 12/28/2017",3.5,Positif,2
Choose Your Beer 09/12/2017,3.0,Neutre,1
Poor experience 08/13/2017,1.5,Négatif,0
"Nice staff, poor croissant 02/25/2017",3.0,Neutre,1
Good lunchtime find 06/30/2017,3.5,Positif,2
One of the best service in the city light... 09/28/2016,3.0,Neutre,1
Extremely ruse service 04/04/2017,2.0,Négatif,0
Stale and unappealing bakery products! 08/25/2017,2.0,Négatif,0
"Good pizza, excellent lasagna 10/13/2017",3.5,Positif,2
"OVERPRICED, VILE 12/09/2016",2.0,Négatif,0
Don't use the - worst service ever 01/17/2017,2.0,Négatif,0
Excellent staff 03/26/2017,4.5,Positif,2
The Dulwich Wood House 07/19/2017,3.0,Neutre,1
Lunchtime venue convenient for travellers 10/30/2016,3.0,Neutre,1
Over and hour late and not worth the wait. 04/09/2017,1.0,Négatif,0
was still hungry 07/24/2017,3.0,Neutre,1
Standard La Rambla overpriced restaurant 10/25/2017,2.0,Négatif,0
Rubbish bo bun 03/01/2017,3.0,Neutre,1
Awful - we were almost sick for 3 days aft... 01/05/2016,3.0,Neutre,1
"It´s in the socalled ""Bermuda Triangle"" at... 12/26/2007",2.0,Négatif,0
Great fish and sea food 09/19/2016,3.5,Positif,2
Picanha was delicious but felt gypped 04/26/2017,3.0,Neutre,1
The best brown sauce I have ever had 07/10/2017,4.5,Positif,2
Unlike other KFC 06/10/2016,3.0,Neutre,1
"Please, take a sandwich to the closest sup... 08/15/2016",1.5,Négatif,0
"Dry, cold and burned pizza. 12/07/2014",2.0,Négatif,0
Delicious pizza but.... 02/20/2017,3.0,Neutre,1
Worst doner kebab ever! 08/27/2014,1.0,Négatif,0
PIECES OF GLASSES INSIDE THE RICE!!!!!! 12/29/2017,2.0,Négatif,0
Great Charbonnade in a peculiar setting. G... 05/19/2016,3.0,Neutre,1
"Great place for breakfast and lunch, eveni... 04/22/2017",3.5,Positif,2
Reasonably priced street cafe 10/12/2015,3.0,Neutre,1
Good drinks boring music 05/10/2015,4.0,Positif,2
Another Roman gem! 06/26/2017,3.5,Positif,2
Convenient if you're at Cassidy's Hotel 07/12/2017,4.5,Positif,2
"Great place to meet friends, best pub on M... 01/05/2018",4.5,Positif,2
Nice cozy place 12/02/2017,4.5,Positif,2
"Great breakfasts, good prices 10/04/2017",3.5,Positif,2
Love their pizza 03/03/2016,3.0,Neutre,1
Disgusting and not occomidating 10/13/2017,2.0,Négatif,0
Different Name 07/20/2016,3.0,Neutre,1
My latest source of food poisoning 08/25/2017,1.0,Négatif,0
"Nice for a beer and pinball, good terrace... 02/25/2016",3.0,Neutre,1
Attractive and quiet restaurant with a gar... 02/15/2017,3.0,Neutre,1
self service 12/07/2014,3.0,Neutre,1
"simple food, value for money 09/26/2017",4.0,Positif,2
Proper Indian food in Paris 10/31/2017,3.0,Neutre,1
Great ambiance and gormet food 09/10/2017,4.5,Positif,2
"Nice tapas, at a good price, and easy to u... 04/03/2014",3.0,Neutre,1
Avoid this Italian restaurant 01/06/2009,1.0,Négatif,0
Far from what you call sushi 12/19/2015,1.0,Négatif,0
Rude Rip Off Scam 11/12/2017,3.0,Neutre,1
Great julsbord 12/18/2017,4.0,Positif,2
Great Home Cooked Middle Eastern Food 06/25/2015,4.5,Positif,2
Great Au Poivre and people watching 11/23/2017,3.0,Neutre,1
"Good location, bad coffee... 11/06/2017",2.0,Négatif,0
"Fresh, tasty and friendly 10/02/2017",4.5,Positif,2
Memorable evening in Milan! 07/02/2017,4.0,Positif,2
Good Salad Bar but You Don't Go to Rodizio... 12/23/2015,2.0,Négatif,0
Changed my opinion about burgers! 11/08/2017,4.5,Positif,2
"Wonderful food, great atmosphere 04/26/2016",4.5,Positif,2
WORST PLACE ON EARTH 10/19/2017,3.0,Neutre,1
Great food and variety 01/22/2015,3.0,Neutre,1
Never ever eat here 03/28/2016,1.5,Négatif,0
Very very pleasant surprise! 01/09/2018,5.0,Positif,2
"Tasty, beautiful and original 01/23/2017",4.0,Positif,2
A little piece of Vietnam! Fully vegan. 12/15/2017,4.5,Positif,2
The cake was good 03/20/2014,2.0,Négatif,0
"Very filthy place, but good food 11/12/2014",2.0,Négatif,0
Please pass 09/23/2017,1.5,Négatif,0
Great persian experience 03/11/2017,4.0,Positif,2
Nice but no cheap 09/28/2015,2.5,Positif,2
An ok indian restaurant 11/30/2017,3.0,Neutre,1
"If I lived in Barcelona, I could surely ea... 06/08/2016",3.0,Neutre,1
Too small 07/17/2017,3.0,Neutre,1
The taste of home 01/15/2017,4.0,Positif,2
Renovation 09/03/2017,3.0,Neutre,1
Sad demise of a lovely takeaway 11/05/2016,3.0,Neutre,1
We walked out..... 04/03/2011,3.0,Neutre,1
Excellent Gua Bao in the mini Taiwanese in... 01/03/2018,4.0,Positif,2
"I always stop at this place, when I Milan 09/27/2016",2.0,Négatif,0
Very cozy and fresh fish 01/06/2017,4.5,Positif,2
Descent fast-food in a convenient location... 04/10/2015,2.0,Négatif,0
Cool location and cold staff 08/07/2017,3.0,Neutre,1
Excellent Family-Run Restaurant in Central... 10/07/2014,3.5,Positif,2
My favorite indian restaurant!! The food i... 09/10/2008,4.0,Positif,2
Much better than previously 12/03/2017,4.0,Positif,2
Beef in Thai 04/04/2017,3.0,Neutre,1
Looks better than it is 03/08/2016,3.0,Neutre,1
Would not reccomend 04/21/2013,3.0,Neutre,1
Super nice place in the center of Brussels 08/05/2017,4.0,Positif,2
Rybka lubi pływać ;-) Fish likes to swim... 07/04/2017,4.0,Positif,2
Good food and ok service 11/17/2016,3.0,Neutre,1
Decent food at reasonable price 02/01/2014,4.5,Positif,2
AVOID at all costs - horrible scam!!! 11/19/2012,2.0,Négatif,0
Very mixed bag 09/08/2017,2.0,Négatif,0
Great Day On The Beach 09/26/2016,3.0,Neutre,1
Very Fatty Beef in Beef Pie 07/24/2017,3.0,Neutre,1
Great fruit juices fresh salads 09/14/2016,4.5,Positif,2
Below average quality sushi 01/20/2016,2.0,Négatif,0
Definitely the most expensive Sangria in t... 01/03/2018,1.0,Négatif,0
Wow oh wow 05/28/2017,4.5,Positif,2
Good spot poor quality food 10/24/2017,2.0,Négatif,0
"Poor service, satisfactory food 07/26/2016",3.0,Neutre,1
Everything is too oily and too salty and u... 09/08/2016,4.0,Positif,2
Rude and Expensive 11/21/2017,3.0,Neutre,1
the place is a disgusting fake copy of an... 03/27/2010,3.0,Neutre,1
great local's pub 04/05/2015,4.5,Positif,2
A horrendous experience 08/23/2016,2.0,Négatif,0
Nice view near the Columbus Monument 07/10/2017,3.0,Neutre,1
Really positive surprise 12/10/2017,4.0,Positif,2
no complaint 08/21/2016,2.0,Négatif,0
Chinese and Thai food in Chinatown 07/05/2014,3.0,Neutre,1
Avoid!!! Worst buns ever 11/13/2017,1.0,Négatif,0
Go if the specialty of the day is squid 10/31/2017,3.0,Neutre,1
Ramen without meat..... 11/17/2017,3.5,Positif,2
Amazing location - Best terrace in Amsterd... 08/14/2017,3.0,Neutre,1
The best cheese platter in Paris! 10/04/2017,5.0,Positif,2
Do not eat here! overpriced and lacks tast... 05/27/2017,2.0,Négatif,0
Very good fresh food quiet street 09/29/2016,4.0,Positif,2
Its a market! 03/27/2015,3.5,Positif,2
Nice friendly staff but 1st time ever for... 04/10/2017,3.0,Neutre,1
Indian takeaway good quality food 08/25/2016,3.0,Neutre,1
Amazing unforgettable experience 05/19/2016,5.0,Positif,2
not so thai but quite alright 03/15/2015,3.0,Neutre,1
No expensive 12/05/2016,2.0,Négatif,0
Avoid avoid avoid 09/08/2016,2.0,Négatif,0
Lovely outdoor place 04/18/2015,3.0,Neutre,1
A complete waste of time and money! 09/12/2015,1.0,Négatif,0
"Couldn't get my order right, despite conti... 09/20/2017",3.0,Neutre,1
Very good for its price 02/11/2018,2.0,Négatif,0
Terrible service. Food arrived cold 07/15/2011,1.5,Négatif,0
Definitely the best pizza and sanwiches... 02/19/2016,4.5,Positif,2
"definetly an indian exprience, but not qui... 05/08/2016",3.0,Neutre,1
Israeli/french and very swish restaurant 05/25/2016,4.5,Positif,2
Service is dubious and food not really gre... 08/16/2017,2.0,Négatif,0
Use if no option .. Terminal 5 11/05/2017,2.0,Négatif,0
Great... and I didn't know I liked Pulpo... 09/24/2015,3.5,Positif,2
Big slice of pizza 11/29/2016,4.0,Positif,2
"Nice terrace in Summer, but quite neutral 05/01/2017",3.0,Neutre,1
Chillout 09/12/2016,3.0,Neutre,1
HORRIBLE !!!!!! Don't go there !!!! 06/25/2017,1.0,Négatif,0
Chilled wine bar 04/03/2015,4.5,Positif,2
kids' menu is a ripoff 07/19/2017,3.0,Neutre,1
Disappointing Pizza... 07/27/2016,3.5,Positif,2
"Rude service, rubbish drinks 12/30/2016",3.0,Neutre,1
CRAZY golf 05/13/2015,3.0,Neutre,1
Lazy and unorganized staff 01/07/2018,2.0,Négatif,0
Excellent versatile restaurant 12/24/2017,4.5,Positif,2
A haven from the busy Paris streets 07/22/2013,2.0,Négatif,0
Kentucky Fried Chicken Pavillions Swords 11/26/2016,1.5,Négatif,0
Good and need some improvements 04/10/2016,2.0,Négatif,0
A place you must visit when in Milan 06/30/2017,4.5,Positif,2
dont come here 05/07/2017,1.5,Négatif,0
Inconsistent quality 09/08/2016,2.0,Négatif,0
decent fast food meal 10/24/2014,3.0,Neutre,1
My new favorite italian restaurant in Hamb... 11/26/2017,4.5,Positif,2
Great value and friendly service 12/06/2017,3.5,Positif,2
not so reliable 07/27/2015,3.0,Neutre,1
Summer brunch 09/20/2017,3.5,Positif,2
"The ""Denny's"" of Paris 09/18/2016",3.0,Neutre,1
Down the street Italian 12/14/2017,4.0,Positif,2
"Good service, good food, go here 08/05/2017",4.5,Positif,2
It's a worth the walk 08/05/2017,3.0,Neutre,1
Still going strong - many years later 11/07/2017,4.0,Positif,2
Seem like students favorite 11/21/2017,3.0,Neutre,1
We have been many times and like Pizza Exp... 11/19/2017,3.0,Neutre,1
Disappointing Pulpo a la Gallega 11/19/2016,2.0,Négatif,0
A slightly grungy pub with an amazing beer... 06/30/2017,4.0,Positif,2
An Oasis in London 01/02/2018,3.0,Neutre,1
Downtown wine 11/16/2017,4.0,Positif,2
"Good food, low key location 06/14/2016",3.0,Neutre,1
Mediocre sushi 07/14/2016,3.0,Neutre,1
Another average place in Pantin 08/20/2017,3.0,Neutre,1
Good Eventlocation 09/28/2015,3.0,Neutre,1
Turkish bakery with burgers 06/14/2017,3.5,Positif,2
Nice place despite the not fancy look 10/18/2017,3.0,Neutre,1
Good idea 01/09/2017,3.0,Neutre,1
"Changed management, disappointing.... 07/23/2015",3.0,Neutre,1
Wonderfull place for Turkish food 10/31/2017,3.0,Neutre,1
Fresh salads. 04/16/2015,3.0,Neutre,1
Access business area if you have a long wa... 11/29/2017,3.0,Neutre,1
Gasthaus 09/25/2017,4.5,Positif,2
Scrumtious 08/10/2017,3.0,Neutre,1
I was expecting more... 10/19/2012,2.0,Négatif,0
Outstanding Kosher Pizza 08/04/2016,3.5,Positif,2
Coffee with atmosphere 07/06/2017,5.0,Positif,2
Overpriced and horrible taste 12/25/2016,1.5,Négatif,0
"Expensive for plastic, takeaway food. 11/24/2017",1.5,Négatif,0
Over priced tourist trap 12/04/2017,2.0,Négatif,0
DON'T BUY THE LARGE SAUSAGE ROLL AT WATERL... 09/14/2017,1.5,Négatif,0
Takeaway nightmare 11/18/2016,1.0,Négatif,0
Meh 05/18/2017,3.0,Neutre,1
Definitely worth a visit. 05/31/2014,2.0,Négatif,0
Over Priced Small Portions 10/21/2017,2.0,Négatif,0
Horrible chef 12/18/2017,1.0,Négatif,0
Oldest pub in London? 12/05/2017,4.0,Positif,2
"Classical hungarian food, with fat :) 09/13/2017",4.0,Positif,2
Average venue with lacking service 06/07/2017,3.0,Neutre,1
Medicore meal 02/28/2017,3.0,Neutre,1
Don't use Balham papa johns 07/24/2015,1.0,Négatif,0
Cafe inside a shop 07/08/2016,3.0,Neutre,1
Expensive... But you are in a tourist trap... 07/09/2014,1.5,Négatif,0
Cute place for a quick bite! 01/24/2017,4.0,Positif,2
"Very slow, food without inspiration 02/08/2014",1.0,Négatif,0
Amazingly delicious pizzas. Holymoly. 11/21/2014,3.0,Neutre,1
A good place to go 12/30/2017,3.0,Neutre,1
Early evening drink - perfect in summer 11/24/2017,2.0,Négatif,0
Japanese restaurant to avoid 09/24/2016,2.0,Négatif,0
A very average tapas bar 08/13/2017,2.0,Négatif,0
Farthest thing from authentic... 01/16/2015,4.5,Positif,2
The essence of northern Spain 07/01/2017,3.0,Neutre,1
Not Chinese style restaurant，bad good and... 01/04/2017,2.0,Négatif,0
"Awful service, overpriced drinks 09/23/2017",2.0,Négatif,0
Authentic West Indian Food...but could mak... 05/06/2017,3.5,Positif,2
A disgrace! 09/29/2016,1.0,Négatif,0
A must after seeing the sites 01/02/2018,5.0,Positif,2
"Nice pizza, awful service 04/25/2016",1.5,Négatif,0
Mexican in Lisbon 11/20/2015,3.0,Neutre,1
"45’ for a simple drink, A PLACE TO AVOID 11/12/2017",3.0,Neutre,1
DO NOT ORDER HERE - WORST TAKE OUT EVER... 11/02/2017,2.0,Négatif,0
"GOOD FOOD, NICE PLACE 03/24/2017",4.0,Positif,2
Best meal we had in Madeira 11/08/2017,4.5,Positif,2
Best Coffee of my life 11/14/2017,4.5,Positif,2
Fantastic food and great service 07/19/2017,5.0,Positif,2
Changes 06/27/2012,3.0,Neutre,1
"Quick, easy and friendly 10/02/2017",5.0,Positif,2
Worst of the bad 11/24/2016,2.0,Négatif,0
Business trip to Ireland. 05/15/2017,2.0,Négatif,0
Be patient for the good food 12/11/2015,2.0,Négatif,0
Awesome dessert! Fantastic coffee 01/17/2017,3.0,Neutre,1
"Inexpensive, ok 03/07/2017",2.0,Négatif,0
Do not bother! 12/10/2016,2.0,Négatif,0
Horrendous doesn't even describe it 12/12/2017,3.0,Neutre,1
"So dirty, avoid 12/23/2017",1.0,Négatif,0
burgers and more 09/24/2015,3.0,Neutre,1
Booring halfcool 04/01/2017,3.0,Neutre,1
Great value bar! 09/24/2017,4.0,Positif,2
Just because you want to listen to Fado... 08/20/2017,2.0,Négatif,0
Fresh Food on the Trot! 12/26/2016,4.0,Positif,2
Worst KFC ever 10/22/2016,1.0,Négatif,0
Fun Karaoke 08/24/2015,3.0,Neutre,1
Have a Timeout - Have a Coffee - Relax! 03/22/2016,4.5,Positif,2
Last Resort 01/15/2016,2.0,Négatif,0
Fantastic service from Tessa! 10/23/2017,3.5,Positif,2
Perfectly fine for a caña 06/29/2015,3.0,Neutre,1
Good local sushi 01/09/2017,4.5,Positif,2
Small cafe at Schmiede-Wiedikon 10/21/2017,3.0,Neutre,1
Very very disappointing 08/13/2017,2.5,Positif,2
A classic example of a waste of space 08/25/2017,1.0,Négatif,0
Absolutely the worst place in Prague 02/28/2015,2.0,Négatif,0
So rude! 01/06/2018,1.0,Négatif,0
racist dress control & liars 08/29/2012,2.0,Négatif,0
Authentic Punjabi ! 04/05/2017,4.0,Positif,2
Very sad 11/24/2017,3.0,Neutre,1
A warm welcome into the Gardens 05/04/2016,3.0,Neutre,1
Delicious Thai Vietnamese food 06/27/2017,3.0,Neutre,1
Depends on the day 12/25/2017,3.0,Neutre,1
THE WORST FOOD I EVER ATE !!! 09/24/2017,1.5,Négatif,0
Be Warned ! This is a Scam! 05/01/2012,2.0,Négatif,0
Interesting concept of slow fastfood 12/04/2017,3.0,Neutre,1
"Relax, wifi and coffee... 02/02/2015",3.0,Neutre,1
Worst Japanese ever 10/25/2014,3.0,Neutre,1
Great place for a festive lunch 12/16/2017,4.0,Positif,2
So glad we found this restaurant 02/09/2018,4.5,Positif,2
Avoid the place! 11/24/2012,2.0,Négatif,0
Worst place for a beer 10/27/2017,3.0,Neutre,1
Quality of the meat is fine 11/13/2017,3.0,Neutre,1
"Very small sushi portions, expensive 10/03/2017",1.5,Négatif,0
The Only Real Choice at Vantaa Airport 12/06/2009,2.0,Négatif,0
"Terrible, Terrible Food and Service 12/08/2012",1.5,Négatif,0
Very austentatious - very pricy average fo... 12/13/2007,2.0,Négatif,0
"Facing François, a den for meat from the f... 03/17/2016",3.0,Neutre,1
Fresg 07/25/2017,4.5,Positif,2
Only if you're starving 04/22/2015,2.0,Négatif,0
Dismissive staff 09/04/2015,3.0,Neutre,1
Handy for the Museums 03/05/2016,2.0,Négatif,0
if you are very hungry... 07/30/2008,1.0,Négatif,0
"Nice vibe, uninspired food 02/14/2017",3.0,Neutre,1
used to be better 02/21/2008,1.5,Négatif,0
Always a good lunch in the restaurant U La... 01/30/2017,3.5,Positif,2
Staff doesn't care about costumers 03/10/2017,2.0,Négatif,0
Would definitely recommend! 01/14/2015,3.5,Positif,2
Terrible delivery and customer service 01/23/2016,2.0,Négatif,0
"Good food, but otherwise not too inspiring 09/02/2017",1.5,Négatif,0
Overcharged 02/08/2017,3.0,Neutre,1
Liars 10/22/2016,1.5,Négatif,0
Time out lunch 02/15/2018,4.0,Positif,2
Nice for a quick bite 04/27/2017,3.0,Neutre,1
Best Sandwiches in Brussels 07/07/2017,3.0,Neutre,1
Good and cheap restaurant 06/20/2017,3.5,Positif,2
To much dressing 07/17/2015,1.5,Négatif,0
Easy going vietnameses food 10/05/2015,2.0,Négatif,0
don't loos your time and money 07/11/2013,3.0,Neutre,1
OK But could be better 01/13/2017,4.5,Positif,2
Olimpia Cafe 04/12/2017,4.0,Positif,2
No dim sum for dinner 04/12/2017,3.0,Neutre,1
Good for takeaway and dine in 10/18/2017,4.5,Positif,2
The closest I have been to original Thai/I... 09/26/2011,3.0,Neutre,1
Nice view to have tapas or a snack 10/05/2017,4.0,Positif,2
Unreal! Has to be done! 08/05/2016,4.5,Positif,2
Definitely one of the worst restaurants an... 04/27/2014,3.0,Neutre,1
2 hours wait then missing drinks and wrong... 10/13/2016,1.0,Négatif,0
Standard pizza 04/29/2017,3.0,Neutre,1
Hung up on me - rudest service ever. 09/15/2017,3.0,Neutre,1
Alessio was absolutely amazing. Fantastic... 09/13/2017,4.5,Positif,2
Halal 100% Delicious Tasty Buffet or Ala C... 03/16/2013,4.0,Positif,2
Good buffet also for a diet lunch 11/26/2014,3.5,Positif,2
Lovely environment 02/23/2017,3.0,Neutre,1
Just perfect for coffee and cake! 07/15/2016,3.0,Neutre,1
a very pleasant cafe to have lunch 09/27/2012,3.0,Neutre,1
Convenient but hard work to get a meal 07/11/2015,2.0,Négatif,0
döner 02/08/2015,3.5,Positif,2
A convenient place for a quick breakfast o... 04/14/2017,1.5,Négatif,0
Apero 10/15/2016,2.0,Négatif,0
Cooked with love 11/15/2017,3.0,Neutre,1
Ok for a tapas 06/22/2017,3.0,Neutre,1
Brunch/Lunch 06/24/2016,4.5,Positif,2
Lovely atmosphere and food 10/19/2017,5.0,Positif,2
"Good dog, but overpriced 04/25/2017",2.5,Positif,2
"POOR SERVICE, TERRIBLE COMMUNICATION, a FR... 02/08/2017",3.0,Neutre,1
A lovely lunch 10/16/2017,3.0,Neutre,1
To slow refill kylling roast 04/29/2017,3.0,Neutre,1
"Amazing Art Nouveau exterior, cozy Victori... 07/31/2017",3.5,Positif,2
Horribly rude staff 08/21/2017,2.0,Négatif,0
Worst Pizza I've Ever Had 07/23/2016,3.0,Neutre,1
"Nice paella, with fresh seafood, seasoned... 09/10/2017",3.5,Positif,2
Went to watch a match couldn't wait to get... 03/22/2015,2.0,Négatif,0
Bad attitude and bad service 01/15/2017,3.5,Positif,2
Very rude staff 05/08/2017,2.0,Négatif,0
"Bland food, rude staff, pricey 04/22/2008",2.0,Négatif,0
Theatre matinee 04/14/2017,3.0,Neutre,1
"To be avoided, disappointing offering 04/18/2016",3.5,Positif,2
Wate of money 05/29/2014,1.0,Négatif,0
A good plate of food in the heart of Paris 12/11/2016,1.5,Négatif,0
Yayyyy 05/12/2016,3.5,Positif,2
Fresh salads at Business Center Galvaniho 07/27/2017,3.0,Neutre,1
Average burger 11/02/2017,3.5,Positif,2
Enjoying a nice 3 course dinner in a comfo... 09/01/2015,3.0,Neutre,1
Very good Argentinian steak house 01/07/2018,4.5,Positif,2
Great food in a brand new pub 02/14/2016,4.5,Positif,2
Amazing place to hang out with your friend... 08/26/2016,4.5,Positif,2
Opinion of a regular visitor 04/09/2016,4.0,Positif,2
Lovely dinner here 11/25/2017,4.5,Positif,2
"""Modern food in a vintage atmosphere"" 09/06/2017",4.0,Positif,2
"Good, but not brilliant, for the price 08/27/2017",4.0,Positif,2
"Probably the best ""croquetas"" of the city 11/07/2017",4.5,Positif,2
Overpriced Bar Tab 09/19/2017,3.0,Neutre,1
Dålig och sen service 07/25/2016,2.0,Négatif,0
Super overpriced and bad Food ! 07/18/2017,2.0,Négatif,0
This restaurant is now called Apna Punjab 01/07/2018,2.0,Négatif,0
"Cheap, apart from the short changing, but... 10/07/2017",3.0,Neutre,1
Cozy place with good food but very overpri... 10/15/2013,4.0,Positif,2
Excellent outdoor (covered) classy restaur... 08/19/2010,4.0,Positif,2
Lunch in rainy weather 03/02/2015,4.0,Positif,2
Traditional 'calgots' were worth the exper... 02/09/2016,2.0,Négatif,0
Visited daily. 06/10/2017,3.5,Positif,2
Burger on the GO 01/28/2015,3.0,Neutre,1
great lebanese food 01/31/2013,4.0,Positif,2
Great truffle ravioli 03/04/2017,3.0,Neutre,1
Disgusting and inedible - AVOID 11/24/2017,3.0,Neutre,1
"Nice environment, great tapa's. 04/20/2016",4.5,Positif,2
Try the Marocchino! 07/20/2016,3.0,Neutre,1
Quick Average Chinese on the go 09/10/2017,3.0,Neutre,1
chicken fillet burger without the chicken... 01/15/2015,3.0,Neutre,1
Slow service + Attitude 08/03/2017,3.5,Positif,2
Delicious pastries near Sacre Coeur 04/05/2017,3.0,Neutre,1
Very nicely presented Asian fusion cuisine 11/22/2017,3.5,Positif,2
Excellent food and Tea 02/21/2017,4.0,Positif,2
A fake reservation 11/13/2016,4.0,Positif,2
Quick lunch before client meeting 03/01/2017,4.5,Positif,2
45 minutes to get tasteless drink 12/16/2017,2.0,Négatif,0
